condition,step,rmse,mae,bias,correlation,distinct_items,dataset,rep,split_seed,reference_kind,train_seed,shuffle_seed,n_epochs,episodes,transitions,grad_steps,best_val_return,best_epoch,best_episodes
existing,4,116.40710576013596,86.01944064763424,84.82229347546001,0.7379214841204758,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,5,119.8592752572299,88.07081434767377,87.22725739543908,0.7400301025450909,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,6,121.6129442545884,89.07086939334948,88.56577131954975,0.7387143333713518,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,7,121.68729066223474,88.40728995255417,88.07561641679168,0.7455546947627352,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,8,119.19079661189603,84.49802497308089,84.20202614046602,0.749885433960591,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,9,119.24115761151587,84.38714017303968,84.12477966072022,0.7503272986268653,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,10,118.0670058970442,82.64857759373712,82.41823681430378,0.7513217608274563,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,11,117.3801514367696,81.65501378137188,81.4297184445676,0.7531837091785628,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,12,109.894907451239,71.63607045115805,71.39793415402134,0.7589766979448186,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,13,104.70739267595532,65.07188137827269,64.8375440890928,0.7640358971098596,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,14,103.4555140703875,63.52881081685742,63.29581046232815,0.7614585656963646,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,15,100.89483718366566,60.44235241171519,60.206599857107186,0.7572692138027146,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,16,100.24451080303096,59.657175135556265,59.44894112270917,0.7555275535223228,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,17,97.81949304235306,56.82549441486668,56.61872045720791,0.7539837147081665,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,18,95.90195371839768,54.633357426359694,54.43492255883262,0.7552500007360888,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,19,91.84014066481598,50.13131864655025,49.93587650548126,0.7448100918576536,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,20,89.55445979958026,47.68344546608127,47.494411042900595,0.7444413909956361,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,21,86.84157562847774,44.859491140702865,44.66848649747675,0.7347583333604161,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,22,85.96019094972073,43.95694688388715,43.76742817272423,0.732154327043874,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,23,83.91095461258824,41.90302036457422,41.71252779855723,0.7264923346255827,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,24,80.47967143110598,38.57033540322954,38.37524748651904,0.707097319547868,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,25,78.01726101692086,36.263660510285995,36.06441854448068,0.6926418141487009,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,26,76.4716230320883,34.851729896767736,34.65361123711203,0.6860869260428698,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,27,70.40764310037807,29.591617225857416,29.39681915963019,0.6693387837843372,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,28,70.40763834881622,29.590420242286484,29.398775327850537,0.6693481911038823,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,29,68.21991521259989,27.79567853525078,27.60398817066231,0.6579483008292885,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,30,65.96042763653759,25.99827583796804,25.81204913340623,0.6461805218298622,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,31,65.13432922375759,25.35543907731368,25.169892469949428,0.6422364865440197,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,32,63.44804929004732,24.072289349968138,23.889208736271133,0.6365558069503503,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,33,62.75902862918219,23.55948446377114,23.37889718339017,0.636389891139387,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,34,62.41284188347358,23.302314430170945,23.124467733831228,0.6350907745275814,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,35,61.71672672798901,22.788641356642703,22.612715031328403,0.630184664375804,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,36,60.65572851159696,22.019011302709167,21.844310905603667,0.6248707392442087,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,37,60.29961924932785,21.763265134320996,21.588639845911377,0.6212938413735651,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,38,53.67074956131799,17.286848369779335,17.11248485179664,0.5740334910319062,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,39,52.859127977901665,16.76288705235672,16.612618956506374,0.5670615525417075,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,40,46.10167546445204,12.80145807583817,12.651416728884902,0.5216187705463284,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
proposed,1,67.06990551311345,56.26706761394696,49.535431448617004,0.650589297535977,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,2,70.67333122696085,40.56341058724639,38.41494380088005,0.6331826725168456,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,3,60.31264553155799,25.443434799763857,24.136676258680236,0.5786549025778535,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,4,51.70974059725077,17.590611730795477,16.58390178054873,0.5144182598050933,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,5,43.31513335910787,11.96252676286489,11.425105871261668,0.4845409120545212,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,6,35.91083886566453,8.212391286317908,7.7407987534121565,0.43896624942862866,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,7,35.8860889998672,8.066897546004308,7.7335401402362045,0.4360860120594109,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,8,35.42597359411879,7.811330398308634,7.531898346583373,0.4332789212679563,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,9,29.94556317002907,5.652881517226234,5.388506503657182,0.3774184178874233,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,10,26.96944142509246,4.628290434635688,4.37198905116203,0.3465823989033638,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,11,24.480478827428396,3.8529030485112656,3.6067829884068425,0.32764940738268095,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,12,18.514292345295683,2.3271967331867724,2.0858018222449157,0.2683089172333633,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,13,14.630868183366415,1.5537716482769246,1.3245925768733844,0.24782976990054503,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,14,13.08885645936329,1.2866449784400917,1.0639777233390537,0.23562592696110365,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,15,12.245700133981996,1.1521598089392222,0.9374336687226982,0.22965733365578692,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,16,12.24557860585062,1.1414885561443444,0.9341735162748049,0.22972949179569987,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,17,12.245525882949666,1.136414520166789,0.9332950213285613,0.22978096908795023,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,18,10.326726238495526,0.8764980884482227,0.6784880442146112,0.24655398355670946,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,19,9.236198368980109,0.7443298133136614,0.5517370828335241,0.24405403339366472,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,20,9.236017845709657,0.7385695040438791,0.550367132696438,0.2440385479151203,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,21,9.235665234309325,0.7335797796997773,0.5482510496170753,0.24372905286499177,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,22,8.00487482342824,0.6009521678218126,0.4207953823543175,0.2379193795074748,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,23,8.004773898167585,0.597111984332423,0.42160653425361344,0.2380830769102741,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,24,8.004538809520524,0.5926147100688754,0.41881923499946616,0.23808528865822873,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,25,8.00437531874692,0.5881642235267536,0.4192289553712488,0.23826590931010067,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,26,8.004155188523299,0.5845987120467224,0.42075936636327194,0.23842522718961925,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,27,8.003867249706444,0.5804462534197791,0.4160681669871808,0.23780827538358526,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,28,8.003840636972093,0.5780720858256531,0.416186939473618,0.23804582068631436,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,29,8.003555393153917,0.5737826504534241,0.4152387643628159,0.23791719969710384,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,30,8.003403520042358,0.5694456169390448,0.41421241011495014,0.23813628158999814,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,31,8.003319885272102,0.566753211769766,0.41469328272437356,0.23836505178984438,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,32,8.0032288589766,0.5642277920970271,0.4132326830413023,0.238343522802385,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,33,8.003175162370134,0.5641715946775759,0.4144866133505586,0.23820671869990945,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,34,6.526115393107194,0.4330829863914807,0.2877661926608984,0.2562263344241758,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,35,6.5259828351344,0.42988753463588003,0.2873022125206131,0.2561483873313473,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,36,6.525849990468787,0.4270427335768005,0.2879543505312169,0.256320620345325,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,37,6.525820096367573,0.4263139667963295,0.287709549215901,0.256427268087107,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,38,6.525763241449183,0.42497974016127804,0.28782395892544166,0.256545559970635,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,39,6.525653430738855,0.4227705265828269,0.28517008888587175,0.2564252658760806,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
proposed,40,6.525604722064473,0.421013250228857,0.2850172399575799,0.25662094274617636,103,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,28997.0,21.206866807520594,4.0,18440.0
