condition,step,rmse,mae,bias,correlation,distinct_items,dataset,rep,split_seed,reference_kind,train_seed,shuffle_seed,n_epochs,episodes,transitions,grad_steps,best_val_return,best_epoch,best_episodes
FIWL,19,6.5313449663483665,0.5114056990314091,0.3175537692084255,0.2595551404983822,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,20,6.5306712114894205,0.5019793553265867,0.3103801772723062,0.2590061580259903,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,21,6.530308391377473,0.4980035750226614,0.3082864423239994,0.2586756327170945,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,22,4.612731567868798,0.3661113440471754,0.185111798063862,0.3041553380837586,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,23,4.612226280252758,0.3585753164621488,0.1841299846928823,0.3047017382081818,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,24,4.611959454481598,0.3549303064928562,0.1852494676283875,0.3053207411045819,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,25,4.611388540040617,0.3488572297429412,0.1845780209260704,0.3053266493661867,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,26,4.611071937549584,0.3446946512657535,0.1806787105990789,0.3047000373747336,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,27,0.3225072084948316,0.2132142531568852,0.0540995246244297,0.9634158999451368,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,28,0.3134091887224344,0.2066956039243917,0.0502928127933885,0.9649211106451836,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,29,0.305208133522772,0.2019514678487103,0.0495415236253348,0.9668786824303164,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,30,0.3003324537149092,0.198210555053633,0.0500207586471956,0.9682023302212794,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,31,0.294394320633585,0.1949198403440215,0.049090080977934,0.9693394485839272,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,32,0.2889310663965195,0.1909837670788595,0.0474201813551823,0.970500297339458,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,33,0.2804900830884449,0.1871640811604705,0.0462063050126689,0.9721706185838312,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,34,0.2720694095155645,0.1842226544523522,0.0431351441608264,0.9735431279616392,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,35,0.2680786764113036,0.1819333332217104,0.0404219640356202,0.9742748799751962,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,36,0.2591223944944545,0.1774697573751435,0.0396360819632472,0.9757284397661709,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,37,0.2558765815758854,0.1757429952773214,0.0381821586532034,0.976329873199591,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,38,0.2531607313504542,0.1735732876851836,0.0384656087811913,0.9771460275445432,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,39,0.2506722746691562,0.1710437084193279,0.0391982103778193,0.9775785130017168,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
FIWL,40,0.2495388604984835,0.1694986322300287,0.0406609863869051,0.9780296797715072,138,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,1,67.06990551311345,56.26706761394696,49.53543144861701,0.650589297535977,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,2,70.73417713650143,41.164184903526376,37.82609902046577,0.6409068314949363,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,3,60.32592279572242,25.522273282705697,24.05723617401693,0.5813965633309361,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,4,52.2084769273181,17.73790965106918,17.120842685605606,0.532117928486027,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,5,43.304287780646035,11.883213066445032,11.463265620889125,0.4827112954411944,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,6,35.90096494579845,8.170040013138422,7.771779997919732,0.4372779435535215,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,7,33.126092727039435,6.924210418816749,6.600174621929028,0.4140509233385167,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,8,25.25366305453504,4.139545511057588,3.8607019471339696,0.3351130165209079,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,9,21.165865762114155,2.988699466088249,2.730847110115925,0.300454735332316,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,10,16.016483034092566,1.8369298532339384,1.5842252491385085,0.2555674361498831,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,11,14.625759192644123,1.5733288946572632,1.3293869698390213,0.2480149713921891,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,12,13.080128502096397,1.307380816219289,1.0741110046919182,0.2432206624845707,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,13,9.228109158770298,0.7916296625302999,0.5691103413045403,0.2549412395081405,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,14,7.987582938134731,0.6564299496452329,0.4431045922417069,0.2601955227309941,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,15,6.52613226118153,0.5229645000693429,0.3164613024911192,0.2645654249444964,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,16,6.525670696737856,0.5186557306786453,0.3161100220754029,0.2646378924752282,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,17,6.52509828068899,0.51018507427361,0.3117459242967955,0.264703962768182,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,18,4.613720666824499,0.3783047045855887,0.1818018037693798,0.3032741917758417,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,19,4.6130482145100755,0.373043064280479,0.183450437667433,0.303624519056118,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,20,4.612436879788117,0.3654970818854224,0.1821314341160131,0.3034387103266366,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,21,4.611742436604387,0.3602589960442517,0.1808605330441717,0.3033016486302778,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,22,4.610958417134238,0.3524375738672946,0.1781163624669572,0.3025703144895743,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,23,4.610707949941916,0.3496561568115165,0.1787639435414947,0.3030899953111635,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,24,4.610655984638299,0.3473903762683517,0.1799743379587174,0.303350002874422,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,25,4.610100433080513,0.3427022400732196,0.1771734633857544,0.3034174116911087,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,26,4.6095086208328615,0.3358067176814003,0.1763120865594145,0.3034206545458822,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,27,4.609131787089445,0.3307436750995386,0.1760471092150674,0.3039348505948012,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,28,4.608642810205383,0.325277003107806,0.1747425437285814,0.3036923430730804,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,29,4.60839794041573,0.3223847129334883,0.1746466433742782,0.303699937283351,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,30,4.608391834143165,0.3214665660325088,0.1752789422862185,0.303929511680253,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,31,4.607880489706036,0.3164160981290183,0.1738730625411072,0.3033579583749685,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,32,4.6075308586945765,0.3135642970329351,0.1727414020327174,0.3033548826113946,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,33,4.6073369557633965,0.3110376059086079,0.1724017690281628,0.3035737442514201,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,34,4.607050653404032,0.3084836813014278,0.1704896356286386,0.3036587474061485,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,35,0.2649844212995569,0.1787404495398381,0.0420159860597568,0.9749930012746152,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,36,0.2625368781920282,0.1775485683719648,0.0424944540397243,0.9754544704500826,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,37,0.2569082900553157,0.1745783139608387,0.0412234084059428,0.9765278198908964,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,38,0.251669702096742,0.1722381299133919,0.0401567815671524,0.9773072828922624,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,39,0.248770398896709,0.1693126001341308,0.0397045597918022,0.977885912669165,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MEPV,40,0.2443437270091194,0.1671238502119025,0.039514830928602,0.9786232790533588,131,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,1,67.06990551311345,56.26706761394696,49.53543144861701,0.650589297535977,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,2,21.23050864893359,5.583736961973318,3.9505139956689175,0.1411195198005262,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,3,17.471010527232384,3.2751562363412727,2.3807503323384003,0.1137450719790502,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,4,12.43943990880222,1.7776920730392018,1.1898419978908643,0.1377424027674374,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,5,7.83907764432808,1.0406299688717442,0.5807714706121626,0.2194247114032482,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,6,4.6225537305173585,0.6954824908012375,0.2933089398227654,0.2954885207453416,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,7,4.641172188055863,0.6233223413385772,0.2621615746223349,0.2902771066718024,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,8,4.648012364100196,0.5696239624673637,0.2408612544028817,0.2882176293895779,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,9,4.650302348735476,0.5364524069671208,0.2255135804251856,0.2859044796201521,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,10,4.648242411973695,0.5034473007673762,0.219482216103369,0.2857673905106019,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,11,4.64651713387439,0.482913537299819,0.2101908751646758,0.2848947740858938,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,12,4.645340335489573,0.46800007316518,0.2116248530256325,0.2853754803701622,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,13,0.4686931645799069,0.3248158759174499,0.0789112141373537,0.9248395201378692,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,14,0.4428751182043562,0.3064855924510535,0.0660534268859262,0.9302604937852902,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,15,0.419303922358073,0.2937420413598222,0.066896010023784,0.9373836726333316,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,16,0.4015388527535455,0.2813154654757367,0.0626414345829756,0.9428764009346614,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,17,0.3908704114056333,0.2733305532094681,0.062380150305061,0.9462558822641066,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,18,0.3836284558189591,0.2668216573308183,0.0579952050266969,0.9479710630311512,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,19,0.3763384100920005,0.2595442945739031,0.0577974466290299,0.9499262238312846,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,20,0.367728391838387,0.2536555285219911,0.0578368153201872,0.9522116648494772,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,21,0.3604886655988868,0.2473358655540359,0.0567117243902133,0.95398359985201,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,22,0.3526961562191069,0.2406671253498419,0.0584178867429217,0.9562800982427568,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,23,0.3496981653991581,0.2370495755001644,0.0571010804099622,0.9568659605767786,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,24,0.3426646156781555,0.2327560185732059,0.0561953078627599,0.9585881095210284,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,25,0.3337128712790721,0.2265499751196301,0.0551729181937756,0.9605087402000212,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,26,0.3269675258439734,0.2211784005863796,0.0539907575004294,0.9621088463537484,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,27,0.3212131958451055,0.2168999161960771,0.0531306989102833,0.9636695662186084,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,28,0.3113719277972897,0.2101848258939512,0.0507553723028341,0.9654271100301838,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,29,0.3064378110588689,0.2070140806488941,0.0492230745973882,0.9664927183081332,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,30,0.3012525178188274,0.2022847310125752,0.0491786829402569,0.9678806749348016,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,31,0.293873855069533,0.1972297129781687,0.0481021383742066,0.9693692890260692,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,32,0.2855668339644684,0.1924720146352452,0.0471341551293365,0.970864218114861,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,33,0.2810854069421571,0.1886788697789463,0.0457039389105292,0.971767942822874,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,34,0.2743136177129336,0.1849946329253328,0.0439577938126957,0.9731429267087508,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,35,0.2724387216179333,0.183444690890172,0.0447101457930489,0.973866506023356,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,36,0.2679531965509455,0.1806839692847596,0.0425996138007329,0.9747606761912184,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,37,0.2627995400081201,0.1779842621037187,0.0420494164189991,0.9755760038198168,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,38,0.2579174039470083,0.1751834740741072,0.0419665759246302,0.9766105423689748,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,39,0.2528956965484762,0.172135382153268,0.0404933901132434,0.9772315297254304,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MFI,40,0.2521285897804377,0.169549330383568,0.0414226759087188,0.9774206039797204,161,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,1,67.06990551311345,56.26706761394696,49.53543144861701,0.650589297535977,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,2,89.53726432896362,64.7686076843652,61.5549483712389,0.7347967361471409,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,3,94.67361572161352,61.341858134019134,59.98642717657286,0.7495998490206778,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,4,79.3353945192951,40.38669999010324,39.314416831076954,0.6619041898506597,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,5,63.82045729578354,25.42549240210893,24.664456904058344,0.5745049740170282,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,6,53.27691140499837,17.494152610360366,17.030821928505176,0.5286991749422282,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,7,43.87449982395297,11.858639480501605,11.51746539021858,0.4830334126606126,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,8,35.73073119738925,7.957582589974273,7.627188771393855,0.4386123211077965,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,9,32.996398679658654,6.784816815415225,6.520947192642498,0.4116800577793552,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,10,32.37425431003931,6.522584377763159,6.27312474919095,0.4052726320136209,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,11,24.4803252676772,3.85510116902159,3.6123993184374665,0.3281110547335844,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,12,20.16506651854153,2.7027951327716475,2.470708295945382,0.2929759980252482,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,13,14.630498366130585,1.551227197039383,1.3280869064282117,0.2485682281763254,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,14,13.882197630473772,1.4140478863966566,1.202118990057666,0.2421759579545792,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,15,12.238791369473349,1.1520189330408532,0.9455553170662464,0.2380337825651363,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,16,9.22844191830591,0.7696820863434634,0.5664772118256619,0.2557405469964324,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,17,7.987102237578165,0.6366429800384181,0.4355597792105402,0.260268721713858,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,18,6.52485366163608,0.5033695686666586,0.3058481755551974,0.2644519569522176,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,19,6.524359993508284,0.4981040618483615,0.3058907469779273,0.2643176429356488,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,20,6.523900993685437,0.4917064992194592,0.3041576217400377,0.2642228321863649,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,21,4.611972179471067,0.3582973980239572,0.1780732385390692,0.3029692876721279,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,22,4.611295683452665,0.3532564279434598,0.1786832692474948,0.3033598958961522,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,23,4.6106340025841295,0.3474605230525546,0.1782925148402509,0.3032005600082577,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,24,4.610413303362691,0.3442619552862596,0.1781714256802695,0.3035980307682087,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,25,4.610143260307603,0.3409187649600402,0.1790703462483514,0.3042022186693308,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,26,4.609950590736943,0.3379443777225379,0.1791586262763841,0.3044742488178205,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,27,4.609582263482293,0.3347215198178969,0.1783487044064341,0.3045043870743755,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,28,4.609059169629206,0.3293725739036942,0.1758221997171706,0.3043182122344671,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,29,4.6088726966688975,0.3257456845798344,0.1752954092792699,0.3041884229177096,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,30,4.608395786290922,0.3214028285581523,0.1730283641523989,0.3035214879559566,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,31,4.608179163388729,0.3188702993602882,0.1748006375639054,0.303866632754327,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,32,4.607850653297577,0.3166201898801014,0.1726933043071468,0.3039318334865804,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,33,4.607642379315451,0.3124788056148518,0.1732180027278792,0.304079970051115,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,34,4.607288955021091,0.3089760220727373,0.1705049805424103,0.3036656219057929,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,35,4.60692318828069,0.305823013442317,0.1676693002466726,0.3033024482861125,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,36,0.2680167739906345,0.1786931314908195,0.04379175638728,0.975032643463344,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,37,0.2605331184224889,0.1752986114196525,0.0430643654347097,0.9762198290056951,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,38,0.2570497002412255,0.1726000316578161,0.0419920536692607,0.976663270806662,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,39,0.2556904390489004,0.171355162446474,0.041988998292009,0.9769747915053046,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
MPWI,40,0.2524084216961553,0.1694609924049096,0.0413483080344095,0.9775562736046756,127,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,,,,,,,,,
existing,1,67.06990551311345,56.26706761394696,49.53543144861701,0.650589297535977,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,2,98.54658908865493,78.00466167623065,74.83258751100522,0.7005675316667426,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
existing,3,109.06355554605504,81.65269490073801,78.88854926448066,0.7382078437958786,40,choi_2026_cmsce_2021_2,1,20260904,theta_full_EAP,20260904.0,20260904.0,5.0,23050.0,922000.0,921873.0,16.956234700559243,2.0,9220.0
