condition,step,rmse_mean,rmse_sd,rmse_min,rmse_max,distinct_items_mean,n_rep
FIWL,1,0.845498262379752,0.01586284725943984,0.8268931768458104,0.8684957655437934,194.7,10
FIWL,2,0.7224461242609262,0.010890272224776525,0.707665008485177,0.7380655518271312,194.7,10
FIWL,3,0.6406163211633034,0.009058826342589008,0.6281367537459573,0.6599215233102406,194.7,10
FIWL,4,0.5802936774437211,0.008658996904606442,0.5645418638482055,0.5949363387806558,194.7,10
FIWL,5,0.5311189423591014,0.007958579331604501,0.5137497874054362,0.540522587218106,194.7,10
FIWL,6,0.49431182787380434,0.007934095332546439,0.4781029169167238,0.5035268277409096,194.7,10
FIWL,7,0.46230231292484925,0.00745874533568807,0.446553502424692,0.4710195924963634,194.7,10
FIWL,8,0.43430097658546946,0.005923700763015955,0.4250370602210581,0.4406682980627742,194.7,10
FIWL,9,0.41156427942211576,0.0058054754847940504,0.4022868104157455,0.4193970366870916,194.7,10
FIWL,10,0.39211808820223726,0.006498096673835831,0.3796664631764818,0.4019197105208676,194.7,10
FIWL,11,0.37525610946766685,0.005693287699786369,0.3614217370829493,0.3815184552665814,194.7,10
FIWL,12,0.3607666898759879,0.004730876263568631,0.3501766038038086,0.3667120317979342,194.7,10
FIWL,13,0.34931214432828284,0.004641241455767939,0.3385664314903903,0.3557657133587993,194.7,10
FIWL,14,0.337740166284657,0.004623313890925414,0.3266321323331613,0.3450068840877127,194.7,10
FIWL,15,0.3287153408397555,0.004989574408812212,0.3163770581057113,0.3349326469192717,194.7,10
FIWL,16,0.32033453477654006,0.005947241351169085,0.3057351317266412,0.3267408197187196,194.7,10
FIWL,17,0.3105571070490706,0.005771801987392058,0.2961428548969166,0.3167419974825148,194.7,10
FIWL,18,0.3028447846563352,0.0056033441273508665,0.2892212311284421,0.3079643233443059,194.7,10
FIWL,19,0.2944000481786143,0.005621700550455866,0.2810985455912548,0.3018064072618941,194.7,10
FIWL,20,0.28767123124701377,0.0050430739973006495,0.274910965759278,0.2928200091882299,194.7,10
FIWL,21,0.2811468701745745,0.004919661163441847,0.2692138028885851,0.2865309360230615,194.7,10
FIWL,22,0.275555948618061,0.004745376211708495,0.2641805469376985,0.2817331985857653,194.7,10
FIWL,23,0.2700198260988557,0.004419369521137539,0.2593523118269882,0.2749195272416019,194.7,10
FIWL,24,0.26404166361353587,0.003983827801899102,0.2537827179572507,0.268337197679576,194.7,10
FIWL,25,0.25924765647398285,0.003955952865199578,0.2499839471023655,0.2626466376084417,194.7,10
FIWL,26,0.2546175071550575,0.00367869910586448,0.246618089234588,0.2583952327404987,194.7,10
FIWL,27,0.250477089252473,0.003615494796495961,0.2434843816334455,0.2553375695209476,194.7,10
