"input_file","model","method","theta_mean","theta_variance","score_method","logistic_D","n_input","n_used","n_all_missing_removed","n_items","n_missing_input","converged","finite_parameters","finite_scores","iterations","logLik","AIC","BIC","quadpts","max_cycles","tol","seed","elapsed_seconds","R_version","mirt_version"
"/Users/itsuki/2PL_DQN/irw_datasets/choi_2026_cmsce_2021_2_wide.csv","unidimensional_2PL","MML_EM",0,1,"EAP",1,6585,6585,0,265,0,TRUE,TRUE,TRUE,135,-826490.124263552,1654040.2485271,1657640.29982262,61,1000,1e-04,20260910,21.71,"4.6.0","1.46.1"
