"input_file","model","method","theta_mean","theta_variance","score_method","logistic_D","n_input","n_used","n_all_missing_removed","n_items","n_missing_input","converged","finite_parameters","finite_scores","iterations","logLik","AIC","BIC","quadpts","max_cycles","tol","seed","elapsed_seconds","R_version","mirt_version"
"/Users/itsuki/2PL_DQN/irw_datasets/choi_2026_cmsce_2020_1_wide.csv","unidimensional_2PL","MML_EM",0,1,"EAP",1,5388,5388,0,304,0,TRUE,TRUE,TRUE,169,-764315.947005783,1529847.89401157,1533855.78717038,61,1000,1e-04,20260910,24.103,"4.6.0","1.46.1"
