condition,step,rmse_mean,rmse_sd,rmse_min,rmse_max,distinct_items_mean,n_rep
FIWL,1,1.4810187376986674,0.006359948580628994,1.4741034674301583,1.4866172193438492,192.66666666666666,3
FIWL,2,1.194405830891904,0.03870769279261266,1.1500362600200438,1.2212587387354512,192.66666666666666,3
FIWL,3,1.1568987766845695,0.04045281154181561,1.1103572835607631,1.1836114740004289,192.66666666666666,3
FIWL,4,1.0794715403062236,0.0437497157575366,1.0295175341378997,1.1109666397126674,192.66666666666666,3
FIWL,5,1.007952422116736,0.045734508469727944,0.9562517015576156,1.0431259731172042,192.66666666666666,3
FIWL,6,0.949729115563608,0.04293049769302104,0.900780800820992,0.9809910925453535,192.66666666666666,3
FIWL,7,0.8922164332267251,0.04099986950925613,0.8461669782446342,0.9247582543742036,192.66666666666666,3
FIWL,8,0.8513499491134687,0.03788319766699845,0.8086258346951871,0.880843685168768,192.66666666666666,3
FIWL,9,0.8130186201893005,0.03620840152868285,0.7728478440620961,0.8431429275306854,192.66666666666666,3
FIWL,10,0.7812709105009024,0.034626875206143395,0.743568478946436,0.811651023784073,192.66666666666666,3
FIWL,11,0.754369415100833,0.03367400825194882,0.7195219038742515,0.7867322822250964,192.66666666666666,3
FIWL,12,0.7296336793262981,0.031547502565153325,0.6973381249527456,0.7603757291526081,192.66666666666666,3
FIWL,13,0.708250973805823,0.03354106360203364,0.6742947084744434,0.7413608137932558,192.66666666666666,3
FIWL,14,0.6862227771459342,0.03168909214719258,0.6556430285271339,0.71891546134114,192.66666666666666,3
FIWL,15,0.6707366978128703,0.032194078681945265,0.6413632458523316,0.7051556041622911,192.66666666666666,3
FIWL,16,0.6564311416311321,0.033392125417279137,0.6266099664525616,0.6925090902536226,192.66666666666666,3
FIWL,17,0.6426657858181217,0.032246943949408656,0.614298001504883,0.6777378804810479,192.66666666666666,3
FIWL,18,0.6318889312294491,0.02992816505941152,0.6050123457548725,0.6641403026287803,192.66666666666666,3
FIWL,19,0.6207435243014662,0.028984319399424287,0.5950690502391754,0.6521739538305774,192.66666666666666,3
FIWL,20,0.609679411251943,0.027787901507422334,0.5859191087500687,0.6402345053127196,192.66666666666666,3
FIWL,21,0.6014066628990798,0.028835619520850574,0.576121626381587,0.6328106616266765,192.66666666666666,3
FIWL,22,0.5925105049590235,0.02869362225581017,0.5664325046546418,0.623249148702333,192.66666666666666,3
FIWL,23,0.5850902963182883,0.02913232338548641,0.558068555132345,0.615952287719337,192.66666666666666,3
FIWL,24,0.5780046679166428,0.029471659164810572,0.5511940221816779,0.6095613171924741,192.66666666666666,3
FIWL,25,0.5720682370885668,0.029754025771973436,0.5452820061937863,0.6040939966177263,192.66666666666666,3
FIWL,26,0.5645126897212314,0.029307638867391368,0.5375153241546666,0.5956832254161463,192.66666666666666,3
FIWL,27,0.559400832176277,0.029164360262281978,0.5323113664594281,0.590271284208517,192.66666666666666,3
FIWL,28,0.5543173275180526,0.029845799617558018,0.5262286755809426,0.5856544982230395,192.66666666666666,3
FIWL,29,0.5485009412156675,0.030324389919739445,0.5192507695488863,0.5797960365602212,192.66666666666666,3
FIWL,30,0.5436175844538772,0.028332072484573582,0.5160997094574021,0.5726990951051433,192.66666666666666,3
FIWL,31,0.5387690575246259,0.026907095995858978,0.5123656002881519,0.5661529897587203,192.66666666666666,3
FIWL,32,0.534732386070266,0.02572182432157511,0.5096379731115649,0.5610387740341236,192.66666666666666,3
FIWL,33,0.530252603105064,0.025821322230935494,0.5047610803190998,0.5563915486337662,192.66666666666666,3
FIWL,34,0.5259668721914954,0.025843270679004517,0.5001759833640012,0.551862208124181,192.66666666666666,3
FIWL,35,0.5223057772644975,0.0254253126191358,0.4966270059087857,0.5474698149872022,192.66666666666666,3
FIWL,36,0.5192487889274681,0.02473832801482508,0.4942632833740603,0.5437322988591455,192.66666666666666,3
FIWL,37,0.5166561336660327,0.02469062469152789,0.4918934105977143,0.5412740227852225,192.66666666666666,3
FIWL,38,0.5142721198009371,0.025559837594206346,0.488135166107748,0.53921283470833,192.66666666666666,3
FIWL,39,0.5111071277194636,0.02493191229226095,0.4859535997416128,0.5358113511805785,192.66666666666666,3
FIWL,40,0.5080888878685743,0.023794733426218018,0.4843949335111132,0.5319831358587662,192.66666666666666,3
MEPV,1,1.37045946527923,0.05095414889014441,1.333019974290456,1.428486190751671,184.0,3
MEPV,2,1.170193545759159,0.035939868980900236,1.1386244476338017,1.209306579878265,184.0,3
MEPV,3,1.0058914947742086,0.02915128365158105,0.9722730169218649,1.0241655881994849,184.0,3
MEPV,4,0.8984617879349645,0.01963100171637668,0.877358969010983,0.9161811471376148,184.0,3
MEPV,5,0.8254497641355306,0.022137008578791535,0.8028795372121791,0.8471264988031975,184.0,3
MEPV,6,0.771967166751617,0.02378698452864298,0.7501789610068113,0.7973449225051964,184.0,3
MEPV,7,0.7346567287026994,0.023317513633688974,0.7134171366869287,0.7596071297330526,184.0,3
MEPV,8,0.7039465992071454,0.020389170015260045,0.6858840607429655,0.7260555892683284,184.0,3
MEPV,9,0.6803724898044367,0.019934348280452072,0.6608238152962609,0.7006713334648322,184.0,3
MEPV,10,0.6571181989059086,0.022410900359316782,0.635992724742862,0.6806244367099977,184.0,3
MEPV,11,0.6345793666033396,0.021227730807919728,0.6171471102666144,0.6582187613213398,184.0,3
MEPV,12,0.6172692699009105,0.017687832796923018,0.6056591149330316,0.6376264144293726,184.0,3
MEPV,13,0.6032004575333726,0.018107387428918174,0.5898444142476138,0.6238100821103241,184.0,3
MEPV,14,0.5887664700093086,0.01777336523905348,0.5752065129640509,0.6088876698260645,184.0,3
MEPV,15,0.5786896808609674,0.01846013281540208,0.5633826961507769,0.5991903000494749,184.0,3
MEPV,16,0.5681763730563153,0.019908784435069177,0.5514911223071711,0.5902143079659322,184.0,3
MEPV,17,0.5573631304560326,0.01906001004691087,0.5417226864943675,0.5785929149763313,184.0,3
MEPV,18,0.5509047976868775,0.01774102578127635,0.5368169856779785,0.5708286943890469,184.0,3
MEPV,19,0.5428866699942344,0.016061750314558147,0.5303603492595158,0.5609945882656383,184.0,3
MEPV,20,0.5364690600198941,0.015009450972265513,0.5249306487999024,0.5534379271594907,184.0,3
MEPV,21,0.5304895685980241,0.015432368292390686,0.5194960120103085,0.5481318924241546,184.0,3
MEPV,22,0.5247280931865763,0.014526074682717199,0.5162463873628814,0.5415009988204682,184.0,3
MEPV,23,0.5202363174330253,0.014611320688422864,0.5109441125680978,0.5370779882745915,184.0,3
MEPV,24,0.5161063506556841,0.0152506655955419,0.5064263476696077,0.5336862876960164,184.0,3
MEPV,25,0.5114973435861535,0.01583683088240121,0.5021615637564181,0.5297827818716276,184.0,3
MEPV,26,0.5063408584280855,0.014793635969880778,0.4959696808167845,0.5232814747294711,184.0,3
MEPV,27,0.5032060937258371,0.014795224000215674,0.4917824588628319,0.5199190055621754,184.0,3
MEPV,28,0.49994482526131284,0.01490769786570769,0.4872447999925748,0.5163582108036728,184.0,3
MEPV,29,0.49579484808958413,0.016022424687540705,0.4814037319739145,0.513059662603429,184.0,3
MEPV,30,0.4921107383636066,0.0148608708266484,0.4787223970284138,0.5081005918434339,184.0,3
MEPV,31,0.48892580090112897,0.014062466208739471,0.4759124926162716,0.5038433593638069,184.0,3
MEPV,32,0.4862990629591084,0.013306689872651559,0.4741530955845852,0.5005221756496245,184.0,3
MEPV,33,0.48437090059756205,0.014096315567305857,0.4705995525958477,0.4987711333502574,184.0,3
MEPV,34,0.4815104856189925,0.014392843033016009,0.4665697196501492,0.4952843648373488,184.0,3
MEPV,35,0.4789900226964742,0.01484549359381938,0.4629945896412786,0.4923261164191285,184.0,3
MEPV,36,0.47685840286647624,0.014508654919130025,0.4613037002131671,0.4900245839907537,184.0,3
MEPV,37,0.47569625245727293,0.01441980315650594,0.4602790571943553,0.4888512517211108,184.0,3
MEPV,38,0.4746146093965656,0.015540900791889724,0.4575789584917903,0.4880170582849338,184.0,3
MEPV,39,0.4729450497497459,0.014773128500385407,0.4569888207269065,0.4861475677885477,184.0,3
MEPV,40,0.4712072982580418,0.014283166522133045,0.455669636910864,0.4837661869473852,184.0,3
MFI,1,1.3713192698850207,0.00917615443054561,1.3607359623057769,1.3770547824872832,196.0,3
MFI,2,1.1894684767685841,0.04166600281454022,1.1444962080778485,1.226759241374363,196.0,3
MFI,3,1.051177181424533,0.043067651622785356,1.0035319745976794,1.0873396922979597,196.0,3
MFI,4,0.9881903510836446,0.03947678079994928,0.942907163749092,1.0153586356996285,196.0,3
MFI,5,0.9472103402344322,0.039013073536367425,0.9025775586887652,0.9748140758396548,196.0,3
MFI,6,0.9019016080836085,0.03790565980821355,0.8581476580318893,0.9247949180197002,196.0,3
MFI,7,0.8517702665734271,0.03785559011530924,0.8081270499151175,0.8757127079382491,196.0,3
MFI,8,0.8127240692641751,0.0377824175846725,0.7691762177256726,0.8367782468458319,196.0,3
MFI,9,0.7799667810735649,0.03222937177135407,0.742787987239448,0.7999828424768745,196.0,3
MFI,10,0.750756975041627,0.03235747700814529,0.7140946723150138,0.775326153931266,196.0,3
MFI,11,0.723061122277722,0.03215640421752474,0.6872993918279853,0.749594057118071,196.0,3
MFI,12,0.6994315032424631,0.028461945345476594,0.6683363189288467,0.7241931860882957,196.0,3
MFI,13,0.6799254862268814,0.025341680828082334,0.6541406218211147,0.7047994192904484,196.0,3
MFI,14,0.6596465190647063,0.022713918846445438,0.6371443031894762,0.682566381001413,196.0,3
MFI,15,0.6440232785168454,0.02446076509883583,0.6206071035361902,0.6694094905561354,196.0,3
MFI,16,0.630567730629341,0.024827754492162717,0.607775040946813,0.6570235364802193,196.0,3
MFI,17,0.6160191828961126,0.024196109103082886,0.5932593934901133,0.641432811434917,196.0,3
MFI,18,0.6056215197463182,0.022195447839176912,0.58489484563399,0.6290401867470923,196.0,3
MFI,19,0.5952914767506838,0.020822034417930284,0.5759280469981547,0.6173162183410743,196.0,3
MFI,20,0.5853533861266165,0.019143320216330445,0.5675554157805679,0.6056053840088668,196.0,3
MFI,21,0.5763987634318398,0.020427008386457644,0.5571453610863047,0.5978255724520434,196.0,3
MFI,22,0.5677167516166662,0.020777384232316107,0.5465748718535629,0.5881093708657782,196.0,3
MFI,23,0.5610472236467455,0.021534340412483147,0.5395416987652373,0.5826102643761852,196.0,3
MFI,24,0.5546575358190022,0.022362320565963486,0.5323630963234459,0.5770871248560364,196.0,3
MFI,25,0.5487468552952949,0.023266522448764138,0.5259041554304943,0.5724152197220046,196.0,3
MFI,26,0.5421269773393983,0.023442221951484973,0.5181414445329663,0.5649852134524964,196.0,3
MFI,27,0.5373126253283504,0.024121849757305462,0.512255120065604,0.5603748820404935,196.0,3
