condition,step,rmse_mean,rmse_sd,rmse_min,rmse_max,distinct_items_mean,n_rep
FIWL,1,1.3869503354776331,0.012453625959713291,1.3727727361156263,1.3961222954482595,194.33333333333334,3
FIWL,2,0.9290397047280049,0.010874562084741217,0.9164950450723488,0.9357913425233292,194.33333333333334,3
FIWL,3,0.8030743901473129,0.007551005508205891,0.7950588865467224,0.8100539193125273,194.33333333333334,3
FIWL,4,0.7191990720452991,0.0029998122612013567,0.7157741240219748,0.7213600679411539,194.33333333333334,3
FIWL,5,0.6378227893456824,0.002552064897675537,0.6349668835327168,0.639879937557734,194.33333333333334,3
FIWL,6,0.5824101268107669,0.009977398375079398,0.5713863502864488,0.5908212807888369,194.33333333333334,3
FIWL,7,0.5335146044208466,0.011323315083149271,0.52045147100664,0.540529258619253,194.33333333333334,3
FIWL,8,0.495181401383564,0.008786739370668987,0.4850556764892881,0.50080019574393,194.33333333333334,3
FIWL,9,0.46155809907384615,0.00987053361568785,0.450575231960435,0.4696876960703877,194.33333333333334,3
FIWL,10,0.4366452591184283,0.010286821533943906,0.4253363848286288,0.4454462370614659,194.33333333333334,3
FIWL,11,0.4150320578046327,0.0077018322844155255,0.4064072073861628,0.4212225636781443,194.33333333333334,3
FIWL,12,0.39478944609862116,0.003028390133881214,0.3917209127250378,0.3977760295567795,194.33333333333334,3
FIWL,13,0.37779656116200155,0.00433692399500703,0.3728021668881868,0.3806114517309035,194.33333333333334,3
FIWL,14,0.3629068190497402,0.001275931980913494,0.3621580033604846,0.3643800711588393,194.33333333333334,3
FIWL,15,0.35280232872883266,0.0011208995995330992,0.3516150188265472,0.3538422317154721,194.33333333333334,3
FIWL,16,0.3416578597451394,0.0017043600337885909,0.3406294910748175,0.3436252083976441,194.33333333333334,3
FIWL,17,0.33028089837687497,0.0013946210722845644,0.3287584403797337,0.3314966151865754,194.33333333333334,3
FIWL,18,0.32182902549978526,0.00036096737689151714,0.3215607848452718,0.3222394294867644,194.33333333333334,3
FIWL,19,0.3112020189568227,0.0010258237302680183,0.3101078726882592,0.3121420899063941,194.33333333333334,3
FIWL,20,0.30349428348873436,0.0033092248458045865,0.2997275925832229,0.3059344042973057,194.33333333333334,3
FIWL,21,0.2961306715254452,0.004123960737438354,0.2913815563756781,0.2988076875844592,194.33333333333334,3
FIWL,22,0.289662820514502,0.004295044042015945,0.2847133003671857,0.2924097773117617,194.33333333333334,3
FIWL,23,0.28303019434316684,0.00424718135914509,0.2783798280769138,0.2867041249284657,194.33333333333334,3
FIWL,24,0.27646042674192045,0.0030802504129923834,0.2729924397313524,0.2788783370386626,194.33333333333334,3
FIWL,25,0.2727193504692707,0.0030790026850354073,0.2693727852879173,0.2754321683646245,194.33333333333334,3
FIWL,26,0.2674031029663924,0.002447922784375073,0.2648408342847022,0.2697178766836085,194.33333333333334,3
FIWL,27,0.26293986413338577,0.001885146473169626,0.2618223273165674,0.2651163812313619,194.33333333333334,3
FIWL,28,0.25827336409960033,0.0021069633375582733,0.2559170717341802,0.2599761141541145,194.33333333333334,3
FIWL,29,0.2551961358173511,0.002025676991788608,0.2528884449921608,0.256680570955378,194.33333333333334,3
FIWL,30,0.251812195333773,0.0013490638162990563,0.2503262147981087,0.2529599936625025,194.33333333333334,3
FIWL,31,0.2488143856985574,0.0006135383136024224,0.2483512356587245,0.2495102325060188,194.33333333333334,3
FIWL,32,0.24504829917185408,0.0009286238992023733,0.2444047858747062,0.24611286153087,194.33333333333334,3
FIWL,33,0.24110126932870046,0.0013496382969033648,0.2397765815771385,0.2424745459039084,194.33333333333334,3
FIWL,34,0.23762332842005587,0.0011815652365947688,0.2364584662016341,0.2388209167590864,194.33333333333334,3
FIWL,35,0.2341603520895155,0.0017167737391001689,0.2321907426540552,0.235339556074408,194.33333333333334,3
FIWL,36,0.23108334395393756,0.0017916058064431596,0.2291650362806867,0.2327132608774581,194.33333333333334,3
FIWL,37,0.22879331739484451,0.0007811915044716152,0.227977947762777,0.2295351270961909,194.33333333333334,3
FIWL,38,0.22624591276645933,0.0011790662165134535,0.2249582982232699,0.2272727784331437,194.33333333333334,3
FIWL,39,0.22327493684851416,0.0011210648924689958,0.222033633953142,0.2242136477789736,194.33333333333334,3
FIWL,40,0.22032413235202927,0.0007992132397604229,0.2194531696507618,0.2210238291116743,194.33333333333334,3
MEPV,1,1.2957114127647387,0.024306799368973772,1.2691485874332142,1.3168434768919235,185.0,3
MEPV,2,0.9444748896874167,0.010899623012996512,0.931893023226406,0.951038328135146,185.0,3
MEPV,3,0.7679076131277832,0.015438378215828719,0.7532867170639667,0.7840507034966866,185.0,3
MEPV,4,0.6695668664018486,0.008141217121075307,0.6629900080116536,0.6786723495333455,185.0,3
MEPV,5,0.595937740144327,0.00344829148216346,0.5919655619196058,0.5981627105226949,185.0,3
MEPV,6,0.5426709326599589,0.003992716115693417,0.538217567541205,0.5459307833178644,185.0,3
MEPV,7,0.5014647353942214,0.005540780033262332,0.4955921261048275,0.5065998098034894,185.0,3
MEPV,8,0.46730734766228216,0.003739072138213639,0.4639123533026515,0.4713148600862728,185.0,3
MEPV,9,0.4431274438688663,0.005150934488682647,0.4394895562492562,0.4490214896843905,185.0,3
MEPV,10,0.4172211260783958,0.007671598211705153,0.4103771029931177,0.4255137566913352,185.0,3
MEPV,11,0.39828927983946033,0.0050844345049135525,0.3939772943587895,0.4038958609565249,185.0,3
MEPV,12,0.38285752321801697,0.003018046127146885,0.380499183444773,0.3862586916557272,185.0,3
MEPV,13,0.36670435197110257,0.004352654937808883,0.3630972359520783,0.3715389395955485,185.0,3
MEPV,14,0.3532492124847963,0.004050334840989618,0.3500521363766993,0.3578039711993184,185.0,3
MEPV,15,0.34553692168876066,0.0048753405757116786,0.3426988880110161,0.3511664158595006,185.0,3
MEPV,16,0.33450890873276656,0.0069441950287547636,0.3291599956440503,0.3423567288999915,185.0,3
MEPV,17,0.3246953467566834,0.006348919434849592,0.3202279992444822,0.3319629933617506,185.0,3
MEPV,18,0.3169932272516985,0.004188533918241019,0.3143379484668152,0.3218217147292714,185.0,3
MEPV,19,0.30833564512811745,0.0037247146724713413,0.304715547574817,0.3121568303172878,185.0,3
MEPV,20,0.30118394882036187,0.002796458794590913,0.2979739746238922,0.303092631544749,185.0,3
MEPV,21,0.2937333519401005,0.002433044994657523,0.2909240673780717,0.2951634526811627,185.0,3
